COUNTY,PREC_y,PREC_x
Cobb,"COBB, MARIETTA 6B","COBB, MARIETTA 6B"
Cobb,"COBB, MARIETTA 7A","COBB, MARIETTA 7A"
Cobb,"COBB, MARS HILL 01","COBB, MARS HILL 01"
Cobb,"COBB, MARS HILL 02","COBB, MARS HILL 02"
Cobb,"COBB, MCCLESKEY 01","COBB, MCCLESKEY 01"
Cobb,"COBB, MCCLURE 01","COBB, MCCLURE 01"
Cobb,"COBB, MCEACHERN 01","COBB, MCEACHERN 01"
Cobb,"COBB, MOUNT BETHEL 01","COBB, MT BETHEL 01"
Cobb,"COBB, MOUNT BETHEL 03","COBB, MT BETHEL 03"
Cobb,"COBB, MOUNT BETHEL 04","COBB, MT BETHEL 04"
Cobb,"COBB, MURDOCK 01","COBB, MURDOCK 01"
Cobb,"COBB, NICHOLSON 01","COBB, NICHOLSON 01"
Cobb,"COBB, NICKAJACK 01","COBB, NICKAJACK 01"
Cobb,"COBB, NORTH COBB 01","COBB, NORTH COBB 01"
Cobb,"COBB, NORTON PARK 01","COBB, NORTON PARK 01"
Cobb,"COBB, OAKDALE 01","COBB, OAKDALE 01"
Cobb,"COBB, OREGON 01","COBB, OREGON 01"
Cobb,"COBB, OREGON 02","COBB, OREGON 02"
Cobb,"COBB, OREGON 03","COBB, OREGON 03"
Cobb,"COBB, OREGON 04","COBB, OREGON 04"
Cobb,"COBB, OREGON 05","COBB, OREGON 05"
Cobb,"COBB, PALMER 01","COBB, PALMER 01"
Cobb,"COBB, PEBBLEBROOK 01","COBB, PEBBLEBROOK 01"
Cobb,"COBB, PINE MOUNTAIN 01","COBB, PINE MOUNTAIN 01"
Cobb,"COBB, PINE MOUNTAIN 02","COBB, PINE MOUNTAIN 02"
Cobb,"COBB, PITNER 01","COBB, PITNER 01"
Cobb,"COBB, POPE 01","COBB, POPE 01"
Cobb,"COBB, POST OAK 01","COBB, POST OAK 01"
Cobb,"COBB, POWDER SPRINGS 1A","COBB, POWDER SPRINGS 1A"
Cobb,"COBB, POWDER SPRINGS 2A","COBB, POWDER SPRINGS 2A"
Cobb,"COBB, POWDER SPRINGS 3A","COBB, POWDER SPRINGS 3A"
Cobb,"COBB, POWERS FERRY 01","COBB, POWERS FERRY 01"
Cobb,"COBB, RIVERSIDE 01","COBB, RIVERSIDE 01"
Cobb,"COBB, ROCKY MOUNT 01","COBB, ROCKY MOUNT 01"
Cobb,"COBB, ROSWELL 01","COBB, ROSWELL 01"
Cobb,"COBB, ROSWELL 02","COBB, ROSWELL 02"
Cobb,"COBB, SANDY PLAINS 01","COBB, SANDY PLAINS 01"
Cobb,"COBB, SEWELL MILL 01","COBB, SEWELL MILL 01"
Cobb,"COBB, SEWELL MILL 03","COBB, SEWELL MILL 03"
Cobb,"COBB, SHALLOWFORD FALLS 01","COBB, SHALLOWFORD FALLS 01"
Cobb,"COBB, SIMPSON 01","COBB, SIMPSON 01"
Cobb,"COBB, SMYRNA 1A","COBB, SMYRNA 1A"
Cobb,"COBB, SMYRNA 2A","COBB, SMYRNA 2A"
Cobb,"COBB, SMYRNA 3A","COBB, SMYRNA 3A"
Cobb,"COBB, SMYRNA 4A","COBB, SMYRNA 4A"
Cobb,"COBB, SMYRNA 5A","COBB, SMYRNA 5A"
Cobb,"COBB, SMYRNA 6A","COBB, SMYRNA 6A"
Cobb,"COBB, SMYRNA 7A","COBB, SMYRNA 7A"
Cobb,"COBB, SOPE CREEK 01","COBB, SOPE CREEK 01"
Cobb,"COBB, SOPE CREEK 02","COBB, SOPE CREEK 02"
Cobb,"COBB, SOPE CREEK 03","COBB, SOPE CREEK 03"
Cobb,"COBB, SWEETWATER 01","COBB, SWEETWATER 01"
Cobb,"COBB, SWEETWATER 02","COBB, SWEETWATER 02"
Cobb,"COBB, TERRELL MILL 01","COBB, TERRELL MILL 01"
Cobb,"COBB, TIMBER RIDGE 01","COBB, TIMBER RIDGE 01"
Cobb,"COBB, VAUGHAN 01","COBB, VAUGHAN 01"
Cobb,"COBB, VININGS 01","COBB, VININGS 01"
Cobb,"COBB, VININGS 02","COBB, VININGS 02"
Cobb,"COBB, VININGS 03","COBB, VININGS 03"
Cobb,"COBB, VININGS 04","COBB, VININGS 04"
Cobb,"COBB, WADE GREEN 02","COBB, WADE GREEN 02"
Cobb,"COBB, WILLEO 01","COBB, WILLEO 01"
Coffee,"COFFEE, AMBROSE","COFFEE, AMBROSE"
Coffee,"COFFEE, BRIDGETOWN","COFFEE, BRIDGETOWN"
Coffee,"COFFEE, BROXTON","COFFEE, BROXTON"
Coffee,"COFFEE, DOUGLAS","COFFEE, DOUGLAS"
Coffee,"COFFEE, NICHOLLS","COFFEE, NICHOLLS"
Coffee,"COFFEE, WEST GREEN","COFFEE, WEST GREEN"
Colquitt,"COLQUITT, AUTREYVILLE","COLQUITT, AUTREYVILLE"
Colquitt,"COLQUITT, BRIDGECREEK","COLQUITT, BRIDGECREEK"
Colquitt,"COLQUITT, CROSLAND","COLQUITT, CROSLAND"
Colquitt,"COLQUITT, DOERUN","COLQUITT, DOERUN"
Colquitt,"COLQUITT, FUNSTON","COLQUITT, FUNSTON"
Colquitt,"COLQUITT, HAMILTON","COLQUITT, HAMILTON"
Colquitt,"COLQUITT, HARTSFIELD","COLQUITT, HARTSFIELD"
Colquitt,"COLQUITT, HOPEWELL","COLQUITT, HOPEWELL"
Colquitt,"COLQUITT, LEE","COLQUITT, LEE"
Colquitt,"COLQUITT, MILLCREEK","COLQUITT, MILLCREEK"
Colquitt,"COLQUITT, MONK","COLQUITT, MONK"
Colquitt,"COLQUITT, MOULTRIE","COLQUITT, MOULTRIE"
Colquitt,"COLQUITT, MURPHY","COLQUITT, MURPHY"
Colquitt,"COLQUITT, NORMAN PARK","COLQUITT, NORMAN PARK"
Colquitt,"COLQUITT, ROBINSON","COLQUITT, ROBINSON"
Colquitt,"COLQUITT, SHAW","COLQUITT, SHAW"
Colquitt,"COLQUITT, THIGPEN","COLQUITT, THIGPEN"
Colquitt,"COLQUITT, TYTY","COLQUITT, TYTY"
Colquitt,"COLQUITT, WARRIOR","COLQUITT, WARRIOR"
Columbia,"COLUMBIA, ABILENE BAPTIST","COLUMBIA, ABILENE BAPTIST"
Columbia,"COLUMBIA, AUGUSTA CHRISTIAN","COLUMBIA, AUGUSTA CHRISTIAN"
Columbia,"COLUMBIA, BELAIR BAPTIST","COLUMBIA, BELAIR BAPTIST CHURCH"
Columbia,"COLUMBIA, BESSIE THOMAS CENTER","COLUMBIA, BESSIE THOMAS CENTER"
Columbia,"COLUMBIA, BLANCHARD PARK","COLUMBIA, BLANCHARD PARK"
Columbia,"COLUMBIA, BLUE RIDGE ELEMENTARY","COLUMBIA, BLUERIDGE ELEMENTARY"
Columbia,"COLUMBIA, CHRIST CHURCH","COLUMBIA, CHRIST CHURCH, PRESBYTERIAN"
Columbia,"COLUMBIA, CHRIST SANCTIFIED","COLUMBIA, CHRIST SANCTIFIED"
Columbia,"COLUMBIA, CHRIST THE KING LUTH CH","COLUMBIA, CHRIST THE KING CH"
Columbia,"COLUMBIA, CHURCH OF OUR SAVIOR","COLUMBIA, CHURCH OF OUR SAVIOR"
Columbia,"COLUMBIA, COL CTY BD OF EDU","COLUMBIA, COL CTY BOARD OF EDU"
Columbia,"COLUMBIA, COL CTY MAIN LIBRARY","COLUMBIA, COL CTY MAIN LIBRARY"
Columbia,"COLUMBIA, DAMASCUS BAPTIST CHURCH","COLUMBIA, DAMASCUS BAPT CHURCH"
Columbia,"COLUMBIA, EUBANK/BLANCHARD CENTER","COLUMBIA, EUBANK/BLANCHARD CTR"
Columbia,"COLUMBIA, G A APOSTOLIC CHURCH","COLUMBIA, G A APOSTOLIC CHURCH"
Columbia,"COLUMBIA, GENESIS CHURCH","COLUMBIA, GENESIS CHURCH"
Columbia,"COLUMBIA, GOLD CROSS EMS","COLUMBIA, GOLD CROSS EMS"
Columbia,"COLUMBIA, GOSPEL WATER BRANCH","COLUMBIA, GOSPEL WATER BRANCH"
Columbia,"COLUMBIA, GRACE BAPTIST CHURCH","COLUMBIA, GRACE BAPTIST CHURCH"
Columbia,"COLUMBIA, GREENBRIER HIGH","COLUMBIA, GREENBRIER HIGH"
Columbia,"COLUMBIA, GROVETOWN METHODIST CHURCH","COLUMBIA, GROVETOWN METHODIST"
Columbia,"COLUMBIA, GROVETOWN MIDDLE SCHOOL","COLUMBIA, GROVETOWN MIDDLE SCH"
Columbia,"COLUMBIA, HARLEM BRANCH","COLUMBIA, HARLEM BRANCH LIBRARY"
Columbia,"COLUMBIA, JOURNEY COMM. CHURCH","COLUMBIA, JOURNEY COMM. CHURCH"
Columbia,"COLUMBIA, KIOKEE BAPTIST CHURCH","COLUMBIA, KIOKEE BAPT CHURCH"
Columbia,"COLUMBIA, LAKESIDE MIDDLE","COLUMBIA, LAKESIDE MIDDLE"
Columbia,"COLUMBIA, LEWIS METHODIST CHURCH","COLUMBIA, LEWIS METHODIST"
Columbia,"COLUMBIA, LIBERTY PARK","COLUMBIA, LIBERTY PARK - GROVETOWN"
Columbia,"COLUMBIA, MARTINEZ BAPTIST","COLUMBIA, MARTINEZ BAPTIST"
Columbia,"COLUMBIA, MARVIN METHODIST CHURCH","COLUMBIA, MARVIN METHODIST"
Columbia,"COLUMBIA, MTZ COL FIRE DEPT #4","COLUMBIA, MTZ COL FIRE DEPT #4"
Columbia,"COLUMBIA, MTZ COL FIRE HDQTR","COLUMBIA, MTZ COL FIRE HDQTR."
Columbia,"COLUMBIA, NEW LIFE CHURCH","COLUMBIA, NEW LIFE CHURCH"
Columbia,"COLUMBIA, PATRIOTS PARK","COLUMBIA, PATRIOTS PARK"
Columbia,"COLUMBIA, PHILADELPHIA CHURCH","COLUMBIA, PHILADELPHIA CHURCH"
Columbia,"COLUMBIA, REDEEMER CHURCH","COLUMBIA, REDEEMER CHURCH"
Columbia,"COLUMBIA, RIVERSIDE ELEMENTARY","COLUMBIA, RIVERSIDE ELEMENTARY"
Columbia,"COLUMBIA, SECOND MT. CARMEL","COLUMBIA, SECOND MT. CARMEL BAPTIST CHURCH"
Columbia,"COLUMBIA, STEVENS CREEK CHURCH","COLUMBIA, STEVENS CREEK CHURCH"
Columbia,"COLUMBIA, STEVENS CREEK ELEM","COLUMBIA, STEVENS CREEK ELEM"
Columbia,"COLUMBIA, TRINITY BAPT CHURCH","COLUMBIA, TRINITY BAPT CHURCH"
Columbia,"COLUMBIA, WARREN BAPTIST","COLUMBIA, WARREN BAPTIST CHURCH-GROVETOWN"
Columbia,"COLUMBIA, WESLEY METHODIST","COLUMBIA, WESLEY METHODIST"
Columbia,"COLUMBIA, WEST ACRES BAPTIST","COLUMBIA, WEST ACRES BAPTIST"
Columbia,"COLUMBIA, WESTSIDE BAPT CHURCH","COLUMBIA, WESTSIDE BAPT CHURCH"
Columbia,"COLUMBIA, WOODLAWN BAPTIST CHURCH","COLUMBIA, WOODLAWN BAPT CHURCH"
Cook,"COOK, CECIL","COOK, CECIL"
Cook,"COOK, DELLE BEAMGUARD","COOK, DELLE BEAMGUARD"
Cook,"COOK, ELM PINE","COOK, ELM PINE"
Cook,"COOK, LENOX","COOK, LENOX"
Cook,"COOK, MASSEE","COOK, MASSEE"
Cook,"COOK, NEW LIFE BAPT. CHURCH","COOK, NEW LIFE BAPTIST CH."
Cook,"COOK, RIVERBEND","COOK, RIVERBEND"
Cook,"COOK, SPARKS","COOK, SPARKS"
Coweta,"COWETA, ARTS CENTRE","COWETA, ARTS CENTRE"
Coweta,"COWETA, CANNONGATE","COWETA, CANNONGATE"
Coweta,"COWETA, CEDAR CREEK","COWETA, CEDAR CREEK"
Coweta,"COWETA, CENTRAL","COWETA, CENTRAL"
Coweta,"COWETA, COWETA CENTRAL LIBRARY","COWETA, COWETA CENTRAL LIBRARY"
Coweta,"COWETA, DRESDEN","COWETA, DRESDEN"
Coweta,"COWETA, EXPO CENTER","COWETA, EXPO CENTER"
Coweta,"COWETA, FISCHER ROAD","COWETA, FISCHER ROAD"
Coweta,"COWETA, GRANTVILLE","COWETA, GRANTVILLE"
Coweta,"COWETA, GREENTOP","COWETA, GREENTOP"
Coweta,"COWETA, HARALSON","COWETA, HARALSON"
Coweta,"COWETA, JEFFERSON PARKWAY","COWETA, JEFFERSON PARKWAY"
Coweta,"COWETA, MADRAS","COWETA, MADRAS"
Coweta,"COWETA, MORELAND","COWETA, MORELAND"
Coweta,"COWETA, NEWNAN","COWETA, NEWNAN"
Coweta,"COWETA, NORTHSIDE","COWETA, NORTHSIDE"
Coweta,"COWETA, PANTHER CREEK","COWETA, PANTHER CREEK"
Coweta,"COWETA, PINE ROAD","COWETA, PINE ROAD"
Coweta,"COWETA, RAYMOND","COWETA, RAYMOND"
Coweta,"COWETA, SENOIA","COWETA, SENOIA"
Coweta,"COWETA, SHARPSBURG","COWETA, SHARPSBURG"
Coweta,"COWETA, SMOKEY ROAD","COWETA, SMOKEY ROAD"
Coweta,"COWETA, THOMAS CROSSROADS","COWETA, THOMAS CROSSROADS"
Coweta,"COWETA, TURIN","COWETA, TURIN"
Coweta,"COWETA, WELCOME","COWETA, WELCOME"
Coweta,"COWETA, WESTSIDE","COWETA, WESTSIDE"
Coweta,"COWETA, WHITE OAK","COWETA, WHITE OAK"
Crawford,"CRAWFORD, 1A","CRAWFORD, DISTRICT 1A"
Crawford,"CRAWFORD, 1B","CRAWFORD, DISTRICT 1B"
Crawford,"CRAWFORD, 2","CRAWFORD, DISTRICT 2"
Crawford,"CRAWFORD, 3","CRAWFORD, DISTRICT 3"
Crawford,"CRAWFORD, 4","CRAWFORD, DISTRICT 4"
Crawford,"CRAWFORD, 5","CRAWFORD, DISTRICT 5"
Crisp,"CRISP, ARABI","CRISP, ARABI"
Crisp,"CRISP, CONEY","CRISP, CONEY"
Crisp,"CRISP, CORDELE","CRISP, CORDELE"
Crisp,"CRISP, JAMESTOWN","CRISP, JAMESTOWN"
Crisp,"CRISP, LISTONIA","CRISP, LISTONIA"
Dade,"DADE, DAVIS","DADE, DAVIS"
Dade,"DADE, NEW HOME","DADE, NEW HOME"
Dade,"DADE, NEW SALEM","DADE, NEW SALEM"
Dade,"DADE, NORTH DADE","DADE, NORTH DADE"
Dade,"DADE, SOUTH DADE","DADE, SOUTH DADE"
Dade,"DADE, TRENTON","DADE, TRENTON"
Dade,"DADE, WEST BROW","DADE, WEST BROW"
Dawson,"DAWSON, CENTRAL","DAWSON, CENTRAL"
Dawson,"DAWSON, EAST","DAWSON, EAST"
Dawson,"DAWSON, WEST","DAWSON, WEST"
Decatur,"DECATUR, ATTAPULGUS","DECATUR, ATTAPULGUS"
Decatur,"DECATUR, BAINBRIDGE-COLISEUM","DECATUR, BAINBRIDGE-COLISEUM"
Decatur,"DECATUR, BRIDGE-FAIRGROUNDS","DECATUR, BDGE-FAIRGROUNDS"
Decatur,"DECATUR, BRINSON","DECATUR, BRINSON"
Decatur,"DECATUR, CLIMAX","DECATUR, CLIMAX"
Decatur,"DECATUR, KENDRICK","DECATUR, KENDRICK"
Decatur,"DECATUR, MT PLEASANT","DECATUR, MT. PLEASANT"
Decatur,"DECATUR, RECOVERY","DECATUR, RECOVERY"
Decatur,"DECATUR, WEST BAINBRIDGE","DECATUR, WEST BAINBRIDGE"
DeKalb,"DEKALB, ALLGOOD ELEM","DEKALB, ALLGOOD ELEM"
DeKalb,"DEKALB, ASHFORD DUNWOODY RD","DEKALB, ASHFORD DUNWOODY RD (BHAVN)"
DeKalb,"DEKALB, ASHFORD PARK ELEM","DEKALB, ASHFORD PARK ELEM (BHAVN)"
DeKalb,"DEKALB, ASHFORD PARKSIDE","DEKALB, ASHFORD PARKSIDE (BHAVN)"
DeKalb,"DEKALB, AUSTIN","DEKALB, AUSTIN (DUN)"
DeKalb,"DEKALB, AUSTIN DRIVE","DEKALB, AUSTIN DRIVE"
DeKalb,"DEKALB, AVONDALE","DEKALB, AVONDALE (AVO)"
DeKalb,"DEKALB, AVONDALE HIGH","DEKALB, AVONDALE HIGH"
DeKalb,"DEKALB, BETHUNE MIDDLE","DEKALB, BETHUNE MIDDLE"
DeKalb,"DEKALB, BOULDERCREST RD","DEKALB, BOULDERCREST ROAD"
DeKalb,"DEKALB, BOULEVARD","DEKALB, BOULEVARD (ATL)"
DeKalb,"DEKALB, BRIAR VISTA ELEM","DEKALB, BRIAR VISTA ELEM"
DeKalb,"DEKALB, BRIARCLIFF","DEKALB, BRIARCLIFF"
DeKalb,"DEKALB, BRIARLAKE ELEM","DEKALB, BRIARLAKE ELEM"
DeKalb,"DEKALB, BRIARWOOD","DEKALB, BRIARWOOD (BHAVN)"
DeKalb,"DEKALB, BROCKETT","DEKALB, BROCKETT (TUC)"
DeKalb,"DEKALB, BROCKETT ELEM","DEKALB, BROCKETT ELEM (TUC)"
DeKalb,"DEKALB, BROOKHAVEN","DEKALB, BROOKHAVEN (BHAVN)"
DeKalb,"DEKALB, BROWNS MILL ELEM","DEKALB, BROWNS MILL ELEM"
DeKalb,"DEKALB, BURGESS ELEM","DEKALB, BURGESS ELEM (ATL)"
DeKalb,"DEKALB, CANBY LANE ELEM","DEKALB, CANBY LANE ELEM"
DeKalb,"DEKALB, CANDLER","DEKALB, CANDLER"
DeKalb,"DEKALB, CANDLER-MURPHEY CANDLER ELEM","DEKALB, CANDLER-MURPHEY CANDLER ELEM"
DeKalb,"DEKALB, CEDAR GROVE ELEM","DEKALB, CEDAR GROVE ELEM"
DeKalb,"DEKALB, CEDAR GROVE MIDDLE","DEKALB, CEDAR GROVE MIDDLE"
DeKalb,"DEKALB, CEDAR GROVE SOUTH","DEKALB, CEDAR GROVE SOUTH"
DeKalb,"DEKALB, CHAMBLEE","DEKALB, CHAMBLEE (CHA)"
DeKalb,"DEKALB, CHAMBLEE 2","DEKALB, CHAMBLEE 2 (CHA)"
DeKalb,"DEKALB, CHAPEL HILL ELEM","DEKALB, CHAPEL HILL ELEM"
DeKalb,"DEKALB, CHESNUT ELEM","DEKALB, CHESNUT ELEM (DUN)"
DeKalb,"DEKALB, CLAIREMONT EAST","DEKALB, CLAIREMONT EAST (DEC)"
DeKalb,"DEKALB, CLAIREMONT WEST","DEKALB, CLAIREMONT WEST (DEC)"
DeKalb,"DEKALB, CLAIRMONT ROAD","DEKALB, CLAIRMONT ROAD"
DeKalb,"DEKALB, CLARKSTON","DEKALB, CLARKSTON (CLA)"
DeKalb,"DEKALB, CLIFTON","DEKALB, CLIFTON"
DeKalb,"DEKALB, COAN RECREATION CENTER","DEKALB, COAN RECREATION CENTER (ATL)"
DeKalb,"DEKALB, COLUMBIA DRIVE","DEKALB, COLUMBIA DRIVE"
DeKalb,"DEKALB, COLUMBIA ELEM","DEKALB, COLUMBIA ELEM"
DeKalb,"DEKALB, COLUMBIA MIDDLE","DEKALB, COLUMBIA MIDDLE"
DeKalb,"DEKALB, CORALWOOD","DEKALB, CORALWOOD"
DeKalb,"DEKALB, COVINGTON","DEKALB, COVINGTON"
DeKalb,"DEKALB, COVINGTON HIGHWAY","DEKALB, COVINGTON HWY"
DeKalb,"DEKALB, CROSS KEYS HIGH","DEKALB, CROSS KEYS HIGH (BHAVN)"
DeKalb,"DEKALB, CROSSROADS","DEKALB, CROSSROADS"
DeKalb,"DEKALB, DORAVILLE NORTH","DEKALB, DORAVILLE NORTH (DOR)"
DeKalb,"DEKALB, DORAVILLE SOUTH","DEKALB, DORAVILLE SOUTH (DOR)"
DeKalb,"DEKALB, DRESDEN ELEM","DEKALB, DRESDEN ELEM (CHA)"
DeKalb,"DEKALB, DRUID HILLS HIGH","DEKALB, DRUID HILLS HIGH"
DeKalb,"DEKALB, DUNAIRE ELEM","DEKALB, DUNAIRE ELEM"
DeKalb,"DEKALB, DUNWOODY","DEKALB, DUNWOODY (DUN)"
DeKalb,"DEKALB, DUNWOODY 2","DEKALB, DUNWOODY 2 (DUN)"
DeKalb,"DEKALB, DUNWOODY LIBRARY","DEKALB, DUNWOODY LIBRARY (DUN)"
DeKalb,"DEKALB, EAST LAKE","DEKALB, EAST LAKE (ATL)"
DeKalb,"DEKALB, EMBRY HILLS","DEKALB, EMBRY HILLS"
DeKalb,"DEKALB, EMORY ROAD","DEKALB, EMORY ROAD"
DeKalb,"DEKALB, EMORY SOUTH","DEKALB, EMORY SOUTH"
DeKalb,"DEKALB, EPWORTH","DEKALB, EPWORTH (ATL)"
DeKalb,"DEKALB, EVANSDALE ELEM","DEKALB, EVANSDALE ELEM"
DeKalb,"DEKALB, FAIRINGTON ELEM","DEKALB, FAIRINGTON ELEM"
DeKalb,"DEKALB, FERNBANK ELEM","DEKALB, FERNBANK ELEM"
DeKalb,"DEKALB, FLAKES MILL FIRE STATION","DEKALB, FLAKES MILL FIRE STATION"
DeKalb,"DEKALB, FLAT ROCK ELEM","DEKALB, FLAT ROCK ELEM"
DeKalb,"DEKALB, FLAT SHOALS","DEKALB, FLAT SHOALS"
DeKalb,"DEKALB, FLAT SHOALS ELEM","DEKALB, FLAT SHOALS ELEM"
DeKalb,"DEKALB, FLAT SHOALS LIBRARY","DEKALB, FLAT SHOALS LIBRARY"
DeKalb,"DEKALB, FLAT SHOALS PARKWAY","DEKALB, FLAT SHOALS PARKWAY"
DeKalb,"DEKALB, FREEDOM MIDDLE","DEKALB, FREEDOM MIDDLE"
DeKalb,"DEKALB, GEORGETOWN SQUARE","DEKALB, GEORGETOWN SQ (DUN)"
DeKalb,"DEKALB, GLENHAVEN","DEKALB, GLENHAVEN"
DeKalb,"DEKALB, GLENWOOD","DEKALB, GLENNWOOD (DEC)"
DeKalb,"DEKALB, GLENWOOD ROAD","DEKALB, GLENWOOD ROAD"
DeKalb,"DEKALB, GRESHAM ROAD","DEKALB, GRESHAM ROAD"
DeKalb,"DEKALB, HAMBRICK ELEM","DEKALB, HAMBRICK ELEM"
DeKalb,"DEKALB, HARRIS-MARGARET HARRIS ED","DEKALB, HARRIS-MARGARET HARRIS ED"
DeKalb,"DEKALB, HARRIS-NARVIE J. HARRIS ELEM","DEKALB, NARVIE J HARRIS ELEM"
DeKalb,"DEKALB, HAWTHORNE ELEM","DEKALB, HAWTHORNE ELEM"
DeKalb,"DEKALB, HENDERSON MILL","DEKALB, HENDERSON MILL"
DeKalb,"DEKALB, HUGH HOWELL","DEKALB, HUGH HOWELL"
DeKalb,"DEKALB, HUNTLEY HILLS ELEM","DEKALB, HUNTLEY HILLS ELEM (CHA)"
DeKalb,"DEKALB, IDLEWOOD ELEM","DEKALB, IDLEWOOD ELEM (TUC)"
DeKalb,"DEKALB, INDIAN CREEK","DEKALB, INDIAN CREEK"
DeKalb,"DEKALB, JOHNSON ESTATES","DEKALB, JOHNSON ESTATES (ATL)"
DeKalb,"DEKALB, JOLLY ELEM","DEKALB, JOLLY ELEM"
DeKalb,"DEKALB, KELLEY CHAPEL ROAD","DEKALB, KELLEY CHAPEL ROAD"
DeKalb,"DEKALB, KELLEY LAKE ELEM","DEKALB, KELLEY LAKE ELEM"
DeKalb,"DEKALB, KING-ML KING JR HIGH","DEKALB, KING-ML KING JR HIGH"
DeKalb,"DEKALB, KINGSLEY ELEM","DEKALB, KINGSLEY ELEM (DUN)"
DeKalb,"DEKALB, KITTREDGE ELEM","DEKALB, KITTREDGE ELEM (BHAVN)"
DeKalb,"DEKALB, KNOLLWOOD","DEKALB, KNOLLWOOD"
DeKalb,"DEKALB, LAKESIDE HIGH","DEKALB, LAKESIDE HIGH"
DeKalb,"DEKALB, LAVISTA","DEKALB, LAVISTA"
DeKalb,"DEKALB, LAVISTA ROAD","DEKALB, LAVISTA ROAD"
DeKalb,"DEKALB, LIN-MARY LIN ELEM","DEKALB, LIN-MARY LIN ELEM (ATL)"
DeKalb,"DEKALB, LITHONIA","DEKALB, LITHONIA (LIT)"
DeKalb,"DEKALB, LITHONIA HIGH","DEKALB, LITHONIA HIGH"
DeKalb,"DEKALB, LIVSEY ELEM","DEKALB, LIVSEY ELEM"
DeKalb,"DEKALB, MARBUT ELEM","DEKALB, MARBUT ELEM"
DeKalb,"DEKALB, MATHIS-BOB MATHIS ELEM","DEKALB, MATHIS-BOB MATHIS ELEM"
DeKalb,"DEKALB, MCLENDON","DEKALB, MCLENDON"
DeKalb,"DEKALB, MCNAIR","DEKALB, MCNAIR"
DeKalb,"DEKALB, MCNAIR ACADEMY","DEKALB, MCNAIR ACADEMY"
DeKalb,"DEKALB, MCNAIR HIGH","DEKALB, MCNAIR HIGH"
DeKalb,"DEKALB, MCWILLIAMS","DEKALB, MCWILLIAMS"
DeKalb,"DEKALB, MEADOWVIEW","DEKALB, MEADOWVIEW"
DeKalb,"DEKALB, MEDLOCK","DEKALB, MEDLOCK"
DeKalb,"DEKALB, MEMORIAL SOUTH","DEKALB, MEMORIAL SOUTH"
DeKalb,"DEKALB, METROPOLITAN","DEKALB, METROPOLITAN (ATL)"
DeKalb,"DEKALB, MIDVALE ELEM","DEKALB, MIDVALE ELEM"
DeKalb,"DEKALB, MIDVALE ROAD","DEKALB, MIDVALE ROAD"
DeKalb,"DEKALB, MIDWAY","DEKALB, MIDWAY"
DeKalb,"DEKALB, MILLER GROVE","DEKALB, MILLER GROVE"
DeKalb,"DEKALB, MILLER GROVE HIGH","DEKALB, MILLER GROVE HIGH"
DeKalb,"DEKALB, MILLER GROVE ROAD","DEKALB, MILLER GROVE ROAD"
DeKalb,"DEKALB, MILLER-ELDRIDGE L. MILLER ELEM","DEKALB, MILLER-ELDRIDGE L MILLER ELEM"
DeKalb,"DEKALB, MONTCLAIR ELEM","DEKALB, MONTCLAIR ELEM"
DeKalb,"DEKALB, MONTGOMERY ELEM","DEKALB, MONTGOMERY ELEM  (BHAVN)"
DeKalb,"DEKALB, MONTREAL","DEKALB, MONTREAL"
DeKalb,"DEKALB, MT. VERNON EAST","DEKALB, MOUNT VERNON EAST (DUN)"
DeKalb,"DEKALB, MT. VERNON WEST","DEKALB, MOUNT VERNON WEST (DUN)"
DeKalb,"DEKALB, NORTH DECATUR","DEKALB, NORTH DECATUR"
DeKalb,"DEKALB, NORTH HAIRSTON","DEKALB, NORTH HAIRSTON"
DeKalb,"DEKALB, NORTH PEACHTREE","DEKALB, NORTH PEACHTREE (DUN)"
DeKalb,"DEKALB, NORTHLAKE","DEKALB, NORTHLAKE"
DeKalb,"DEKALB, OAK GROVE ELEM","DEKALB, OAK GROVE ELEM"
DeKalb,"DEKALB, OAK VIEW ELEM","DEKALB, OAK VIEW ELEM"
DeKalb,"DEKALB, OAKCLIFF ELEM","DEKALB, OAKCLIFF ELEM"
DeKalb,"DEKALB, OAKHURST","DEKALB, OAKHURST (DEC)"
DeKalb,"DEKALB, PANOLA","DEKALB, PANOLA"
DeKalb,"DEKALB, PANOLA ROAD","DEKALB, PANOLA ROAD"
DeKalb,"DEKALB, PANOLA WAY ELEM","DEKALB, PANOLA WAY ELEM"
DeKalb,"DEKALB, PEACHCREST","DEKALB, PEACHCREST"
DeKalb,"DEKALB, PEACHTREE MIDDLE","DEKALB, PEACHTREE MIDDLE (DUN)"
DeKalb,"DEKALB, PINE LAKE","DEKALB, PINE LAKE (PIN)"
DeKalb,"DEKALB, PINEY GROVE","DEKALB, PINEY GROVE"
DeKalb,"DEKALB, PLEASANTDALE ROAD","DEKALB, PLEASANTDALE ROAD"
DeKalb,"DEKALB, PONCE DE LEON","DEKALB, PONCE DE LEON (DEC)"
DeKalb,"DEKALB, PRINCETON ELEM","DEKALB, PRINCETON ELEM"
DeKalb,"DEKALB, RAINBOW ELEM","DEKALB, RAINBOW ELEM"
DeKalb,"DEKALB, REDAN ELEM","DEKALB, REDAN ELEM"
DeKalb,"DEKALB, REDAN MIDDLE","DEKALB, REDAN MIDDLE"
DeKalb,"DEKALB, REDAN ROAD","DEKALB, REDAN ROAD"
